host_response_time,host_is_superhost,neighbourhood_group_cleansed,room_type,bathrooms_text,instant_bookable,price_B
within an hour,f,Brooklyn,Entire home/apt,1 bath,f,0.0
within a few hours,f,Manhattan,Private room,1 bath,f,0.0
within an hour,t,Manhattan,Private room,1 bath,f,1.0
within a few hours,f,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within a few hours,t,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,t,Queens,Private room,2 shared baths,f,0.0
within an hour,t,Queens,Private room,2 baths,f,0.0
within an hour,t,Queens,Private room,2 shared baths,f,0.0
within an hour,f,Brooklyn,Entire home/apt,2 baths,f,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
a few days or more,f,Brooklyn,Private room,1.5 baths,f,0.0
a few days or more,f,Manhattan,Private room,1 bath,f,0.0
within a few hours,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within a few hours,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within a day,f,Queens,Private room,1 shared bath,f,0.0
within an hour,f,Brooklyn,Entire home/apt,1.5 baths,f,1.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within an hour,f,Brooklyn,Entire home/apt,2.5 baths,f,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,t,Brooklyn,Entire home/apt,1.5 baths,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,2 baths,f,1.0
a few days or more,f,Queens,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Private room,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1 bath,f,0.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,f,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,f,Manhattan,Entire home/apt,1.5 baths,t,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,f,Manhattan,Entire home/apt,2 baths,t,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,f,Manhattan,Entire home/apt,2 baths,t,1.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,t,1.0
within an hour,f,Manhattan,Entire home/apt,2 baths,f,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,f,Manhattan,Entire home/apt,2 baths,t,1.0
a few days or more,t,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,t,Manhattan,Private room,2 baths,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within an hour,t,Brooklyn,Private room,1 bath,f,1.0
within an hour,t,Manhattan,Private room,1 bath,t,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Queens,Private room,1 shared bath,f,0.0
within an hour,f,Brooklyn,Private room,1 shared bath,f,0.0
within a day,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within an hour,t,Brooklyn,Private room,1 shared bath,t,0.0
within a few hours,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Private room,1 shared bath,t,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1 bath,f,1.0
a few days or more,f,Brooklyn,Private room,2 baths,f,0.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
within a few hours,t,Brooklyn,Entire home/apt,1 bath,f,1.0
within a few hours,f,Brooklyn,Private room,1 shared bath,f,0.0
within a few hours,f,Brooklyn,Private room,1 shared bath,f,0.0
within an hour,t,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Queens,Private room,1 bath,f,0.0
within a few hours,t,Brooklyn,Entire home/apt,2 baths,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,0.0
a few days or more,f,Queens,Entire home/apt,1 bath,t,1.0
within a day,f,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Queens,Private room,1 shared bath,f,1.0
within an hour,t,Brooklyn,Private room,1 shared bath,f,0.0
within an hour,t,Brooklyn,Private room,1 shared bath,f,0.0
within an hour,t,Brooklyn,Private room,1 shared bath,f,0.0
within an hour,t,Brooklyn,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Private room,1.5 shared baths,t,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
within a few hours,t,Brooklyn,Entire home/apt,1 bath,f,1.0
within a few hours,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Shared room,1 shared bath,t,1.0
a few days or more,f,Brooklyn,Private room,1 shared bath,t,0.0
a few days or more,f,Queens,Private room,1 shared bath,f,0.0
a few days or more,f,Queens,Private room,1 shared bath,f,0.0
within an hour,t,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
a few days or more,f,Queens,Private room,1 shared bath,f,0.0
within an hour,t,Manhattan,Private room,1 bath,f,1.0
a few days or more,f,Bronx,Private room,1 shared bath,f,0.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Queens,Private room,1 bath,f,0.0
a few days or more,f,Brooklyn,Private room,1 shared bath,t,0.0
within a day,f,Manhattan,Private room,1 shared bath,f,1.0
within a day,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,t,Queens,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
a few days or more,f,Bronx,Entire home/apt,1 bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,t,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Queens,Private room,1 bath,f,0.0
within a day,f,Manhattan,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,t,Brooklyn,Entire home/apt,1 bath,f,1.0
within an hour,t,Brooklyn,Private room,1 bath,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,2 baths,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,2 baths,t,1.0
within an hour,t,Manhattan,Private room,2 baths,t,1.0
within an hour,t,Manhattan,Private room,2 baths,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
within an hour,t,Manhattan,Private room,1 bath,t,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,1.5 baths,f,0.0
within a few hours,t,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within a day,f,Bronx,Private room,1 shared bath,f,0.0
within a day,f,Queens,Entire home/apt,1 bath,f,1.0
within a few hours,t,Brooklyn,Entire home/apt,1 bath,f,0.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,t,1.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,t,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,t,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Private room,1 bath,f,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
a few days or more,f,Queens,Entire home/apt,1 bath,t,0.0
within a few hours,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Private room,1 shared bath,t,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,t,Brooklyn,Entire home/apt,2.5 baths,f,1.0
within an hour,t,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Queens,Private room,1 bath,f,0.0
within an hour,t,Brooklyn,Entire home/apt,1 bath,f,1.0
within an hour,t,Brooklyn,Entire home/apt,1 bath,t,1.0
within an hour,t,Manhattan,Private room,1 bath,f,1.0
within an hour,t,Manhattan,Entire home/apt,2 baths,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,2.5 baths,f,1.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,0.0
within an hour,f,Manhattan,Private room,1.5 baths,f,0.0
a few days or more,f,Brooklyn,Private room,1 bath,f,0.0
a few days or more,f,Bronx,Private room,1 shared bath,f,0.0
within an hour,f,Brooklyn,Entire home/apt,2 baths,f,1.0
a few days or more,f,Brooklyn,Private room,1 bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
within an hour,f,Bronx,Entire home/apt,1 bath,f,0.0
within an hour,f,Bronx,Private room,1 bath,f,0.0
within an hour,f,Bronx,Entire home/apt,1 bath,f,0.0
within an hour,t,Brooklyn,Entire home/apt,1 bath,f,1.0
within an hour,t,Brooklyn,Private room,1 bath,f,0.0
within an hour,t,Brooklyn,Private room,1 bath,f,0.0
within a day,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within a few hours,f,Manhattan,Private room,1 shared bath,f,1.0
within a few hours,f,Manhattan,Private room,3 shared baths,f,1.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
within a day,t,Manhattan,Private room,1 shared bath,f,1.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
a few days or more,t,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Private room,1 bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within a few hours,f,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within a few hours,t,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,2 baths,f,1.0
a few days or more,f,Manhattan,Entire home/apt,2.5 baths,t,1.0
within a few hours,f,Queens,Private room,1 bath,f,0.0
within a few hours,f,Queens,Entire home/apt,3 baths,f,1.0
within a few hours,f,Queens,Private room,1 shared bath,f,0.0
within an hour,f,Brooklyn,Entire home/apt,2 baths,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,0.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,0.0
within an hour,t,Manhattan,Entire home/apt,1 bath,t,1.0
a few days or more,f,Queens,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1 bath,f,1.0
within an hour,t,Brooklyn,Private room,1 bath,t,0.0
a few days or more,f,Manhattan,Private room,1 bath,f,1.0
a few days or more,f,Brooklyn,Private room,1 bath,f,0.0
a few days or more,f,Brooklyn,Private room,1.5 shared baths,f,0.0
a few days or more,f,Queens,Entire home/apt,2 baths,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
within a day,f,Brooklyn,Private room,1 bath,f,1.0
within an hour,t,Manhattan,Private room,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,0.0
within a day,t,Brooklyn,Private room,1 bath,f,0.0
within a day,t,Brooklyn,Private room,1 bath,f,0.0
within a day,t,Brooklyn,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Private room,1 bath,f,0.0
within a few hours,f,Manhattan,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,1.0
within an hour,f,Brooklyn,Private room,1 bath,t,0.0
within an hour,f,Brooklyn,Private room,1 bath,t,0.0
within an hour,t,Queens,Private room,1 bath,f,0.0
within a day,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within a few hours,t,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,1.0
within an hour,f,Brooklyn,Entire home/apt,2.5 baths,t,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within an hour,f,Queens,Entire home/apt,1 bath,t,1.0
a few days or more,t,Queens,Private room,1 shared bath,f,0.0
a few days or more,t,Queens,Private room,1 bath,f,0.0
within a day,f,Queens,Private room,1 shared bath,f,0.0
within an hour,t,Queens,Entire home/apt,1 bath,f,1.0
a few days or more,f,Queens,Private room,1 shared bath,f,0.0
a few days or more,f,Bronx,Entire home/apt,1.5 baths,f,1.0
a few days or more,f,Brooklyn,Private room,1 bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,0.0
within a few hours,f,Brooklyn,Entire home/apt,2 baths,t,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
within a day,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,t,Brooklyn,Entire home/apt,1 bath,t,1.0
within a few hours,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within a few hours,f,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Shared room,1 shared bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within an hour,t,Bronx,Private room,1 shared bath,f,0.0
within an hour,t,Bronx,Private room,1 shared bath,f,0.0
within an hour,t,Bronx,Entire home/apt,1 bath,f,0.0
within an hour,t,Bronx,Private room,1 shared bath,f,0.0
within an hour,t,Brooklyn,Private room,1 bath,f,1.0
within a day,f,Manhattan,Shared room,1 shared bath,f,0.0
within a day,f,Manhattan,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1.5 baths,f,0.0
within an hour,t,Brooklyn,Private room,1 shared bath,f,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,t,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,0.0
within an hour,t,Brooklyn,Entire home/apt,2 baths,t,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,t,0.0
a few days or more,f,Bronx,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
within an hour,t,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,t,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,f,Brooklyn,Private room,1 bath,f,0.0
within an hour,t,Brooklyn,Entire home/apt,2.5 baths,f,1.0
within an hour,t,Brooklyn,Entire home/apt,1 bath,t,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
within an hour,t,Queens,Private room,1 shared bath,f,0.0
within an hour,t,Queens,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,2 baths,t,1.0
within an hour,t,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,t,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,t,1.0
a few days or more,f,Bronx,Private room,1.5 shared baths,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within a day,f,Manhattan,Private room,1 shared bath,f,1.0
within an hour,f,Queens,Private room,1 shared bath,f,0.0
within an hour,f,Queens,Private room,1 shared bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,0.5 bath,t,1.0
a few days or more,f,Brooklyn,Entire home/apt,0.5 bath,t,1.0
a few days or more,f,Brooklyn,Entire home/apt,0.5 bath,t,1.0
a few days or more,f,Queens,Entire home/apt,2 baths,f,1.0
within an hour,t,Queens,Shared room,2 shared baths,f,1.0
within an hour,t,Brooklyn,Private room,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within a few hours,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,t,Queens,Private room,1 shared bath,f,0.0
within an hour,t,Queens,Private room,1 shared bath,f,1.0
within an hour,t,Queens,Private room,1 shared bath,f,1.0
within an hour,t,Queens,Entire home/apt,1 bath,f,1.0
within a day,f,Brooklyn,Private room,1 shared bath,f,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,0.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Bronx,Private room,1 bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,f,Queens,Entire home/apt,1 bath,f,1.0
within an hour,t,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Queens,Private room,1 bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1.5 baths,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
within a few hours,t,Queens,Private room,1 bath,f,0.0
within an hour,t,Brooklyn,Entire home/apt,1 bath,f,0.0
within a day,t,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Queens,Private room,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1 bath,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,3 baths,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Private room,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1 bath,f,0.0
within a few hours,f,Manhattan,Entire home/apt,1 bath,f,1.0
within a few hours,f,Bronx,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Queens,Private room,1 bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,t,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Bronx,Private room,1 shared bath,t,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
within an hour,t,Queens,Private room,1 bath,f,0.0
within a few hours,t,Brooklyn,Private room,1 bath,f,1.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
a few days or more,f,Queens,Private room,1.5 shared baths,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Private room,1 bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,2 baths,f,0.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
within a day,f,Queens,Private room,1 bath,f,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,f,0.0
within an hour,t,Brooklyn,Entire home/apt,1 bath,f,1.0
within a day,t,Brooklyn,Entire home/apt,1 bath,f,1.0
within a few hours,f,Brooklyn,Private room,1 shared bath,f,1.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
a few days or more,f,Queens,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Private room,1 bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,2 baths,f,1.0
within an hour,f,Bronx,Private room,1 shared bath,f,0.0
within an hour,t,Queens,Private room,1 bath,f,0.0
within a few hours,f,Brooklyn,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,t,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,t,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
within a few hours,f,Queens,Shared room,1 shared bath,f,1.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
within an hour,t,Brooklyn,Entire home/apt,1.5 baths,f,0.0
within an hour,f,Queens,Private room,1 shared bath,f,0.0
within an hour,f,Queens,Private room,1 shared bath,f,0.0
within an hour,f,Queens,Private room,1 shared bath,f,0.0
within an hour,f,Queens,Private room,1 shared bath,f,0.0
within a few hours,f,Brooklyn,Private room,2 baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,1 shared bath,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 baths,f,0.0
within a few hours,f,Brooklyn,Private room,1.5 baths,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
within a few hours,f,Brooklyn,Private room,1 shared bath,f,0.0
within a few hours,f,Brooklyn,Private room,1 shared bath,f,0.0
within a few hours,f,Brooklyn,Private room,2 shared baths,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1 bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1.5 baths,f,1.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
a few days or more,f,Bronx,Private room,1 shared bath,f,0.0
within a day,f,Manhattan,Private room,1 bath,f,0.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1 bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,f,Brooklyn,Entire home/apt,2.5 baths,t,1.0
within an hour,f,Brooklyn,Entire home/apt,2.5 baths,t,1.0
within an hour,f,Brooklyn,Entire home/apt,2.5 baths,t,1.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,t,1.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,t,1.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,t,1.0
within an hour,f,Brooklyn,Entire home/apt,1 bath,t,1.0
within an hour,f,Brooklyn,Entire home/apt,2.5 baths,t,1.0
within a day,f,Manhattan,Entire home/apt,1 bath,f,1.0
within an hour,f,Manhattan,Entire home/apt,1 bath,t,1.0
within a day,f,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Manhattan,Private room,1 shared bath,f,0.0
a few days or more,f,Manhattan,Entire home/apt,2 baths,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Manhattan,Entire home/apt,1 bath,f,1.0
a few days or more,f,Brooklyn,Entire home/apt,1 bath,f,0.0
a few days or more,f,Brooklyn,Shared room,1 shared bath,f,0.0
a few days or more,f,Brooklyn,Private room,1 shared bath,f,0.0
within an hour,f,Bronx,Private room,1 shared bath,t,0.0
within an hour,f,Bronx,Entire home/apt,1 bath,t,1.0
within an hour,f,Bronx,Private room,1 shared bath,t,0.0
within an hour,f,Brooklyn,Private room,1 shared bath,f,0.0
within an hour,f,Brooklyn,Private room,1 shared bath,f,0.0
within an hour,f,Brooklyn,Private room,1 shared bath,f,0.0
